x_term,y_term,correlation,p_value,significance
#0:zeitschriftenartikel:digital:learning,#b:konferenz-paper:online:learning,-0.017976631530133715,0.2721773392717606,Nicht signifikant
#0:buch:digital:learning,#0:zeitschriftenartikel:digital:learning,-0.023809659919556244,0.14582206248769586,Nicht signifikant
#0:buch:digital:learning,#0:buchteil:digital:learning,-0.013589157006702497,0.4065193338776146,Nicht signifikant
#0:buch:digital:learning,#0:konferenz-paper:digital:learning,-0.003485680032047331,0.8314062240516332,Nicht signifikant
#0:buch:digital:learning,#1:zeitschriftenartikel:learning:management:system,-0.015496203002184305,0.3438777582356339,Nicht signifikant
#0:buch:digital:learning,#1:buch:learning:management:system,-0.0017414380798675595,0.9152940932882347,Nicht signifikant
#0:buch:digital:learning,#1:buchteil:learning:management:system,-0.007827913273971823,0.6325653682940865,Nicht signifikant
#0:buch:digital:learning,#1:konferenz-paper:learning:management:system,-0.003697618339484993,0.8213233470941441,Nicht signifikant
#0:buch:digital:learning,#2:zeitschriftenartikel:online:lernplattform,-0.0027545630271916186,0.8663920962419835,Nicht signifikant
#0:buch:digital:learning,#3:zeitschriftenartikel:online:lernumgebung,-0.0034856800320473297,0.8314062240516332,Nicht signifikant
#0:buch:digital:learning,#3:buch:online:lernumgebung,-0.0017414380798675597,0.9152940932882347,Nicht signifikant
#0:buch:digital:learning,#3:buchteil:online:lernumgebung,-0.0024634256979190654,0.8804009980775919,Nicht signifikant
#0:buch:digital:learning,#3:konferenz-paper:online:lernumgebung,-0.001741438079867559,0.9152940932882347,Nicht signifikant
#0:buch:digital:learning,#4:zeitschriftenartikel:mooc,-0.007827913273971823,0.6325653682940865,Nicht signifikant
#0:buch:digital:learning,#4:buch:mooc,-0.0024634256979190654,0.8804009980775919,Nicht signifikant
#0:buch:digital:learning,#4:buchteil:mooc,-0.005657327586206903,0.7296884457654557,Nicht signifikant
#0:buch:digital:learning,#4:konferenz-paper:mooc,-0.006770011944598365,0.6792386334998756,Nicht signifikant
#0:buch:digital:learning,#5:zeitschriftenartikel:e-learning,-0.016327907725192492,0.31859975645328004,Nicht signifikant
#0:buch:digital:learning,#5:buch:e-learning,-0.006050383009050364,0.7117196126936062,Nicht signifikant
#0:buch:digital:learning,#5:buchteil:e-learning,-0.0169295070424903,0.30109339995734774,Nicht signifikant
#0:buch:digital:learning,#5:konferenz-paper:e-learning,-0.0027545630271916186,0.8663920962419835,Nicht signifikant
#0:buch:digital:learning,#6:zeitschriftenartikel:bildung:technologie,-0.009854688616066363,0.5472290501510528,Nicht signifikant
#0:buch:digital:learning,#6:buch:bildung:technologie,-0.005922193956820316,0.7175628753513705,Nicht signifikant
